Sujeito,Função,Norma (competência),Descrição,Previsão regimental,L.O.M.,CESP,CRFB1988
Vereador,Vereador,Tem competência para,"Falar pela Ordem, declarando-se o motivo, para solicitar do Presidente esclarecimentos sobre assuntos de interesse da Câmara ","307, VII",,,
Vereador,Vereador,Tem competência para,"Interpor recurso ao Plenário, por escrito, no prazo de 2 dias úteis da decisão ou omissão do Presidente sobre questão de ordem ","311; 312, §1",,,
Vereador,Vereador,Tem competência para,"Interpor recurso ao Plenário, por escrito, no prazo de 2 dias úteis da decisão ou omissão do Presidente sobre representação de Vereador ","311; 312, §1",,,
Vereador,Vereador,Tem competência para,"Interpor recurso ao Plenário, por escrito, no prazo de 2 dias úteis da decisão ou omissão do Presidente sobre proposição de Vereador ","311; 312, §1",,,
Vereador,Vereador,Tem competência para,"Debater a constitucionalidade e demais aspectos do projeto de iniciativa popular, em audiência convocada para este fim ","320, §2, III, IV",,,
Vereador,Vereador,Tem competência para,"Convocar a Câmara, por escrito, para sessão extraordińaria no período de recesso, com subscrição da maioria absoluta dos Vereadores, fazendo constar a indicação da matéria a ser apreciada e a relação das proposições já em tramitação ou a serem apresentadas ","324, 325",,,
Vereador,Vereador,Tem competência para,"Requerer detaque para votação em separado de emenda, ou grupos de emendas, a projetos de leis orçamentárias ","340, §u",,,
Vereador,Vereador,Tem competência para,"Propor projeto de decreto legislativo para concessão de título honorífico, subscrito por 1/3 dos Vereadores, instruído com circunstanciada biografia da pessoa que se deseja homenagear, bem como com a anuência escrita do homenageado, exceto quanto às personalidades estrangeiras. ","347, §1, §2; 348, §u",,,
Vereador,Vereador,Tem competência para,"Figurar como primeiro signatário de projeto de concessão de horaria por no máximo 8 vezes, em cada legislatura, sendo os signatários considerados fiadores das qualidades da pessoa que se deseja homenagear e da relevância dos serviços que tenha prestado, e não podem retirar suas assinaturas depois de recebida a propositura pela Mesa ","349, §u",,,
Vereador,Vereador,Tem competência para,"Propor indicação de pessoas para exercerem a função de Conselheiro do Tribunal de Contas do Município, mediante proposta de projeto de decreto legislativo instruído com os respectivos currículos, subscrito por 1/3 dos vereadores, sujeito a deliberação do Plenário, em conformidade com os artigos 49 e 50 da LOM, no prazo de 15 dias da ocorrência da vaga ","352, 354",49; 50,,
Vereador,Vereador,não pode,subscrever projeto de decreto legislativo de indicação de Conselheiro do Tribunal de Contas do Município quando já tiver subscrito outro de igual teor,"354, §u",,,
Vereador,Vereador,Tem competência para,"Enviar ao Prefeito o veto total ou parcialmente rejeitado, para promulgação, no prazo de 5 dias úteis ","360, §1",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário para discutir sobre veto, por 15 minutos '","366, §u",,,
Vereador,Vereador,Tem competência para,"Requerer, junto a 1/3 dos vereadores, a votação em separado de cada uma das disposições atingidas pelo veto total ou parcial ","367, §u",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, por 15 minutos, para discutir parecer da Comissão Processante ou da CCJ, nos processos de destituição de membro da mesa","37, 306, V, g",,,
Vereador,Vereador,Tem competência para,Requerer a convocação de sessão extraordinária para prestação de eslcarecimentos do Prefeito sobre determinada matéria,"379, §u",,,
Vereador,Vereador,Tem competência para,"Interpelar o Prefeito, nas sessões extraordinárias convocadas para prestação de esclarecimento, por este, sobre determinada matéria","379, §u",,,
Vereador,Vereador,Tem competência para,"Requerer a convocação de Secretário Municipal, para prestar informações que lhes forem solicitadas sobre o assunto de sua competência administrativa, devendo-se explicitar o motivo da convocação, e especificar os quesitos que serão propostos ao Secretário Municipal","381, §1",,,
Vereador,Vereador,Tem competência para,"Falar em Plenário para interpelar Secretário Municipal sobre os quesitos que motivaram convocação de sessão extraordinária para sua oitiva, por 5 (cinco) minutos, sem apartes, na ordem estabelecida em folha de inscrição, facultando-se a reinscrição para falar mais de uma vez ","383, §1, §3",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário para discutir parecer do Tribunal de Contas do Município com contas a serem aprovadas, por 15 minutos","386, §1",,,
Vereador,Vereador,Tem competência para,Apreciar e questionar a legitimidade de contas recebidas do Tribunal de Contas do Município para apreciação da Câmara ,"388, §u",,,
Vereador,Vereador,Tem competência para,Denunciar o Prefeito nas infrações político-administrativas definidas no art. 73 da LOM ,"390, §1",73,,
Vereador,Vereador,Tem competência para,Denunciar o Vice-Prefeito nas infrações político-administrativas definidas no art. 73 da LOM ,"390, §1",73,,
Vereador,Vereador,Tem competência para,"Propor projeto de Resolução que vise alterar, reformar ou substituir o Regimento Interno da Câmara, com subscrição de 1/3 dos membros da Casa ","392; 393, I",,,
Vereador,Vereador,deve,"fazer parte de uma Comissão Permanente como membro efetivo, e de outra como membro substituto, ainda que sem legenda partidária, observados os impedimentos do artigo 8º","41, §3",,,
Vereador,Vereador,Tem competência para,"Requerer ao Presidente, mediante petição justificada, a destituição de membro de Comissão Permanente que não compareça a 5 (cinco) reuniões ordinárias consecutivas ou a 10 (dez) intercaladas, sem motivo justificado","44, §1",,,
Vereador,Vereador,não pode,"ser designado para integrar outra comissão permanente até o fim da sessão legislstiva, quando houver sido destituido de Comissão Permanente por faltas ","44, §3",,,
Vereador,Vereador,deve,"ser eleito através dos partidos políticos, pelo sufrágio universal e pelo voto direto e secreto","5, §1, I, §2",,,
Vereador,Vereador,Tem competência para,"Requerer a Presidente de Comissão que convite, à reunião da mesma, técnicos de reconhecida competência ou representantes de entidades idôneas em condições de propiciar esclarecimentos sobre a matéria em apreço","60, §u",,,
Vereador,Vereador,Tem competência para,"Requerer vista de processo, já relatado, em trâmite perante Comissão da casa, pelo prazo máximo e improrrogável de 2 (dois) dias ","63, §4, §5",,,
Vereador,Vereador,Tem competência para,"Apresentar recurso, subscrito por no mínimo 1/10 dos membros da Casa, para que seja submetido à discussão e votação pelo Plenário proposição que possa ser votada pelas Comissões, nos termos do RI (Título III, Cap. I, Seção IX), no prazo de 5 sessões ordinárias a contar da publicação dos pareceres","82, §1",,,
Vereador,Vereador,Tem competência para,Discutir o tema em questão (na forma ao art. 75) nas sessões conjuntas das comissões de mérito competentes à apreciação de proposição que tenha recebido pareceres divergentes,"83, §3",,,
Vereador,Vereador,Tem competência para,"Interpelar o expositor, nas audiências públicas previstas no art. 41 da LOM, estritamente sobre o assunto da exposição, pelo prazo de 3 (três) minutos, vedado ao orador interpelar qualquer dos presentes","86, §5",41,,
Vereador,Vereador,Tem competência para,"Responder ao Vereador por quem for interpelado, por 3 minutos, nas audiências públicas previstas no art. 41 da LOM, facultadas a réplica e a tréplica, pelo mesmo prazo","86, §5",41,,
Vereador,Vereador,tem competência para,"requerer a criação de Comissão Parlamentar de Inquérito para apuração de determinado fato ou denúncia, c (om subscrição de 1/3 dos membros da Casa, admitindo-se pedido de preferência para alterar a ordem de apresentação, que será votado no Prolongamento do Expediente e aprovado por maioria absoluta, devendo-se indicar, necessariamente: I - a finalidade, devidamente fundamentada; II - o número de membros; III - o prazo de funcionamento, será de 120 (cento e vinte) dias, podendo ser prorrogado uma única vez, por igual período ","91, §1; 93",,,
Vereador,Vereador,Tem competência para,"Requerer a constituição de Comissão de Representação, com subscrição da maioria absoluta da Câmara","98, 223, XII",,,
Vereador,Vereador,não pode,"firmar ou manter contrato com órgãos da administração direta, autarquia, empresa pública, sociedade de economia mista, fundação instituída ou mantida pelo Poder Público, ou empresa concessionária de serviço público, salvo quando o contrato obedecer à cláusulas uniformes",,"17, I, a",,
Vereador,Vereador,não pode,"aceitar ou exercer cargo, função ou emprego remunerado, inclusive os de que seja demissível ""ad nutum"", nos órgãos da administração direta, autarquia, empresa pública, sociedade de economia mista, fundação instituída ou mantida pelo Poder Público, ou empresa concessionária de serviço público, ressalvado o disposto na Constituição da República e na Lei Orgânica

",,"17, I, b",,
Vereador,Vereador,não pode,"ser proprietário, controlador ou diretor de empresa que goze de favor decorrente de contrato com pessoa jurídica de público, ou nela exercer função remunerada, desde a pose

",,"17, II, a",,
Vereador,Vereador,não pode,"ocupar cargo ou função de que seja demissível ""ad nutum"", nas entidades referidas no inciso I, alínea ""a"", deste artigo, ressalvado o disposto na Constituição da República e nesta Lei",,"17, II, b",,
Vereador,Vereador,não pode,"patrocinar causa em que seja interessado órgão da administração direta, autarquia, empresa pública, sociedade de economia mista, fundação instituída ou mantida pelo Poder Público, ou empresa concessionária de serviço público
",,"17, II, c",,
Vereador,Vereador,não pode,ser titular de mais de um cargo ou mandato público eletivo em qualquer nível. ,,"17, II, d",,
Vereador,Vice-Líder,Tem competência para,"gozar de preferência para encaminhar a votação, quando for o Vice-Líder",291,,,
Vereador,Vice-Líder,Tem competência para,"gozar de preferência para encaminhar a votação, o Líder, Vice-Líder ou o Vereador indicado pela Bancada",291,,,
Vereador,Vice-Líder,Tem competência para,"substituir os Líderes no desempeho de suas funções em suas faltas, licenças ou impedimentos","119, §3",,,
Vereador,Vice-Líder,Tem competência para,Ocupa lista de chamada do vereador efetivo nos pequeno e grande expedientes,"157, §4; 160, §5",,,
Vereador,Vice-Líder do Governo,Tem competência para,exercer todas as prerrogativas concedidas às lideranças do Governo,121,,,
Vereador,Vice-Presidente da Comissão,deve,"auxiliar o Presidente sempre que por ele convocado, e representar a Comissão por delegação pessoal do Presidente ","52, §u",,,
Vereador,Vice-Presidente da Comissão,deve,"substituir o Presidente nos seus impedimentos, e suceder-lhe em caso de vaga, na forma prevista no artigo 54 ","52, I",,,
Vereador,Vice-Presidente da Comissão,deve,proceder à leitura das atas e correspondências recebidas pela Comissão ,"52, II",,,
Vereador,Vice-Presidente da Comissão,deve,redigir as atas das reuniões secretas da Comissão ,"52, III",,,
Vereador,Vice-Presidente da Comissão,deve,"Rubricar todas as folhas e lacrar a ata de reunião secreta, determinando seja enviada ao arquivo da Comissão","61, §u",,,
Sociedade Civil,Eleitor responsável por proposição de iniciativa popular,tem competência para,"apresentar recurso à Mesa quando este, após protocolado, for devolvido por descumprimento de exigência formal prevista no regimento interno ","318, §2",,,
Sociedade Civil,Eleitor responsável por proposição de iniciativa popular,tem competência para,"fazer a defesa oral da propositura por 15 minutos, prorrogáveis por mais 15 ","320, §2, II",,,
Sociedade Civil,Eleitor responsável por proposição de iniciativa popular,tem competência para,"encaminhar à Mesa suas considerações sobre o parecer conjunto das comissões, após ter recebido o processo devidamente instruído ","322, §1",,,
Sociedade Civil,Eleitorado,tem competência para,"Protocolar e propositura de iniciativa popular, com as respectivas subscrições, na Câmara Municipal, a partir do que terá incício o processo legislativo próprio ",318,"5, §1, II",,
Sociedade Civil,Eleitorado,tem competência para,"provocar processo de cassação de mandato, mediante denuncia escrita da infração que dê causa ao processo ","129, I",,,
Sociedade Civil,Eleitorado,tem competência para,"Propor projeto de emenda à Lei Orgânica do Município, subscrito por eleitores representando 5% do eleitorado, os quais terão tramitação especial e urgente ","232, I; 233, §2; 315; 316, III; 317, II","5, §1, II; 36, III",,
Sociedade Civil,Eleitorado,tem competência para,"Propor projetos de Lei, subscritos por 5% do eleitorado, que terão tramitação especial e urgente ","234, §1, V, §2; 315; 317, I","5, §1, II",,
Sociedade Civil,Eleitorado,tem competência para,"Propor projetos de iniciativa popular sobre qualquer matéria de interesse público do Município, e especialmente sobre matéria não regulada por lei ","316, I","5, §1, II",,
Sociedade Civil,Eleitorado,tem competência para,"Propor projetos de iniciativa popular sobre qualquer matéria de interesse público do Município, e especialmente sobre matéria regulada por lei que se pretenda modificar ou revogar ","316, II","5, §1, II",,
Sociedade Civil,Eleitorado,tem competência para,"Propor projetos de iniciativa popular sobre qualquer matéria de interesse público do Município, e especialmente sobre realização de consulta plebiscitária à população ","316, IV","5, §1, II",,
Sociedade Civil,Eleitorado,tem competência para,"Propor projetos de iniciativa popular sobre qualquer matéria de interesse público do Município, e especialmente sobre submissão a referendo popular de leis aprovadas ","316, V","5, §1, III",,
Sociedade Civil,Eleitorado,deve,"fazer a subscrição dos eleitores em listas organizadas por, pelo menos, uma entidade legalmente constituída, com sede nesta cidade, ou 30 (trinta) cidadãos com domicílio eleitoral no Município, que se responsabilizarão pela idoneidade das subscrições, devendo as assinaturas ou impressões digitais dos eleitores, com número de inscrição, zona e seção eleitoral ser apostas em formulários impressos, cada um contendo, em seu verso, o texto completo da propositura apresentada e a indicação das entidades ou cidadãos responsáveis, quando da apresentação de projeto de iniciativa popular ","317, §1, §2",,,
Sociedade Civil,Eleitorado,tem competência para,"Propor requerimento para realização de plebiscito ou de referendo sobre lei, subscrito por, pelo menos, 1% (um por cento) do eleitorado municipal ","317, III","5, §1, III",,
Sociedade Civil,Eleitorado,tem competência para,"encaminhar à Comissão Permanente competente petições, reclamações, representações ou queixas contra atos e omissões de autoridades municipais ou entidades públicas ","46, VII",,,
Sociedade Civil,Eleitorado,tem competência para,"Requerer às Comissões audiência pública sobre projetos de lei em tramitação, com subscrição de pelo menos 0,1% dos eleitores do Município ","85, II","41, §2",,
Sociedade Civil,Eleitorado,tem competência para,"falar ao Plenário, o civil convidado às audiências públicas previstas no art. 41 da Lei Orgânica, sobre o tema ou questão em debate, por 20 minutos prorrogáveis a juízo da Comissão, não podendo ser aparteado ","86, §2",41,,
Sociedade Civil,Eleitorado,tem competência para,"valer-se de assessores credenciados, o civil convidado às audiências públicas previstas no artigo. 41 da LOM, se para tal fim tiver obtido consentimento do Presidente da Comissão ","86, §4",,,
Sociedade Civil,Eleitorado,tem competência para,"requerer a realização de audiências, mediante requerimento contendo o nome legível, o número do título, zona eleitoral, seção e a assinatura ou impressão digital, se analfabeto ","87, I",,,
Sociedade Civil,Eleitores,não pode,"manifestarem-se sobre o que se passar em Plenário, quando presentes nas sessões como expectadores ",378,,,
Sociedade Civil,Eleitores,não pode,"denunciar o Prefeito nas infrações político-administrativas definidas definidos no art. 73 da LOM, qualquer eleitor ","390, §1",,,
Sociedade Civil,Eleitores,não pode,"denunciar o Vice-Prefeito nas infrações político-administrativas definidas no art. 73 da LOM, qualquer eleitor ","390, §1",,,
Sociedade Civil,Entidades civis,tem competência para,"requerer a realização de audiências, devendo-se instruir o requerimento com cópia autenticada de seus estatutos sociais registrados em cartório, ou do Cadastro Geral de Contribuintes (CGC), bem como cópia da ata da reunião ou assembléia que decidiu solicitar a audiência ","87, II",,,
Sociedade Civil,Entidades civis e movimentos sociais,tem competência para,"apresentar-se nas Tribunas Populares uma vez a cada três meses, salvo exceção por decisão do Plenário ","207, §3",,,
Sociedade Civil,Orador da Tribuna Popular,tem competência para,"Falar ao Plenário por 15 (quinze) minutos, improrrogáveis, para fazer seu pronunciamento ",209,,,
Sociedade Civil,Representante,tem competência para,"inscrever-se - os representantes de entidades legalmente constituídas há pelo menos 1 (um) ano e com sede na cidade de SP, e representantes de movimentos sociais populares, desde que apresentado por, pelo menos, 500 (quinhentos) cidadãos com domicílio eleitoral na cidade que se responsabilizarão pelo conteúdo de sua manifestação - para compor as Tribunas Populares, que devem ser realizadas toda primeira terça-feira do mês, com 90 minutos de duração e espaço para 5 representantes de entidades/movimentos sociais debater com os Vereadores questões de interesses do Município ou proposituras em apreciação na Câmara. Inscrição deve ser feita em livro próprio, disponível na mesa, aos cuidados do Presidente, e conter a declaração do tema sobre o qual se pretende pronunciar ","207, §1, §2",,,
Sociedade Civil,Representante,tem competência para,"requerer às Comissões audiências públicas para tratar de assunto de interesse público, representantes de entidades legalmente constituídas e representantes de, no mínimo, 1.500 (um mil e quinhentos) eleitores do Município ","85, III",,,
Plenário,Comissão Permanente,tem competência para,"fixará o número de membros das Subcomissões, designando-os nominalmente ","55, §1",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre requerimento de criação de CPI, votado no Prolongamento do Expediente ",91,,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre aprovação de constituição de Comissão de estudos ",99,,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre acolhimento de acusação à Vereador por incursão nos casos previsos no art. 125 ",125,,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre acolhimento de denúncia contra Vereador, que enseja processo de cassação ",130,,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre aprovação de projeto de resolução que crie cargos na Secretaria da Câmara, com votação em dois turnos, devendo-se somente admitir emendas que aumentem as despesas ou o número de cargos previstos quando assinadas pela maioria absoluta dos membros da Câmara ",247,,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre rejeição do veto, no todo ou em parte ",368,,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre aprovação da decisão da Mesa que determinar realização de sessão fora da sede da Câmara ","1, §2",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre eleição dos membros da mesa, por voto secreto ",10; 11,,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre matéria tributária ","103, I, a",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre o Código de Obras e Edificações e outros Códigos","103, I, b",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre Estatuto dos Servidores Municipais ","103, I, c",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre criação de cargos, funções e empregos da administração direta, autárquica e fundacional, bem como sua remuneração ","103, I, d",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre concessão de serviço público ","103, I, e",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre concessão de direito real de uso ","103, I, f",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre alienação de bens imóveis ","103, I, g",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"autorização para obtenção de empréstimo de particular, inclusive para as autarquias, fundações e demais entidades controladas pelo Poder Público ","103, I, h",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"lei de diretrizes orçamentárias, plano plurianual e lei orçamentária anual ","103, I, i",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre aquisição de bens imóveis por doação com encargo ","103, I, j",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre criação, organização e supressão de distritos e subdistritos, e divisão do território do Município em áreas administrativas ","103, I, l",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre criação, estruturação e atribuições das Secretarias, Subprefeituras, Conselhos de Representantes e dos órgãos da administração pública ","103, I, m",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre realização de operações de crédito para abertura de créditos adicionais, suplementares ou especiais com finalidade precisa ","103, I, n",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre rejeição de veto ","103, I, o",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre Regimento Interno da Câmara Municipal ","103, I, p",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre alteração de denominação de próprios, vias e logradouros públicos ","103, I, q",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre isenções de impostos municipais","103, I, r",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre todo e qualquer tipo de anistia ","103, I, s",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre aprovação de Conselheiros do Tribunal de Contas do Município ","103, I, t",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre aprovação de projeto de resolução que vise a alteração, reforma ou substituição do Regimento Interno da Câmara ","393, §u",,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre acolhimento de acusação contra Vereador que violar art. 18 I, II e IV da LOM",,,,
Plenário,Maioria Absoluta (1/2 + 1),deve,"deliberar, por maioria absoluta, sobre projeto de decreto legislativo com indicação da Câmara de Conselheiro do Tribunal de Contas do Município, por votação secreta",,,,
Plenário,Maioria Especial (3/5),deve,"deliberar, por maioria especial, sobre zoneamento urbano ","103, II, a",,,
Plenário,Maioria Especial (3/5),deve,"deliberar, por maioria especial, sobre Plano Diretor ","103, II, b",,,
Plenário,Maioria Especial (3/5),deve,"deliberar, por maioria especial, sobre admissão de acusação contra o Prefeito por infrações político-administrativas ","390, §4",,,
Plenário,Maioria Especial (3/5),deve,"deliberar, por maioria especial, sobre admissão de acusação contra o Vice-Prefeito por infrações político-administrativas ","390, §4",,,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre projeto de decreto legislativo para concessão de título de cidadão honorário ou qualquer outra honraria ou homenagem ",347,,,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre rejeição do parecer prévio do Tribunal de Contas do Município ","103, III, a",,,"31, §2"
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre destituição dos membros da Mesa ","103, III, b",,,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre emendas à Lei Orgânica, com discussão e votação em 2 (dois) turnos obedecendo-se intervalo mínimo de 48 (quarenta e oito) horas entre um turno e outro obrigatoriamente, por proceso de votação nominal ","103, III, c, 295, VIII; 301","36, §2",,29
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre concessão de título de cidadão honorário ou qualquer outra honraria ou homenagem ","103, III, d","40, §5, IV",,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre perda de mandato de Vereador que infringir qualquer das proibições estabelecidas no artigo 17 da Lei Orgânica do Município ","125, §2",,,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre perda do mandato de vereador cujo procedimento for declarado incompatível com o decoro parlamentar ","125, §2",,,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre perda do mandato do vereador que sofrer condenação criminal em sentença transitada em julgado que implique em restrição à liberdade de locomoção ","125, §2",,,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre aprovação de parecer da CCJ por projeto de resolução que vise a destituição de cargo da mesa, em discussão e votação únicas ","34, §2",,,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre rejeição de parecer to Tribunal de Contas do Município com as contas do exercício financeiro ","386, §2",,,"31, §2"
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre perda do mandato do Prefeito por infração político-administrativa ","390, §5",,,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre perda do mandato do Vice-Prefeito por infração político-administrativa ","390, §5",,,
Plenário,Maioria Qualificada (2/3),deve,"deliberar, por maioria qualificada, sobre perda do mandato do Vereador que violar art. 18 I, II e IV da LOM",,,,
Plenário,Maioria Simples,deve,deliberar sobre aprovação de Parecer da Comissão Processante favorável à destituição de titular de cargo da mesa ,34,,,
Plenário,Plenário,deve,Apreciar recurso do autor da proposição rejeitada por parecer de ilegalidade ou inconstitucionalidade proferido pela CCJ ,79,,,
Plenário,Plenário,deve,"Discutir e deliberar sobre proposição que possa ser votada pelas Comissões nos termos do Regimento Interno (Título III, Cap. I, Seção IX), quando houver recurso neste sentido de 1/10 (um décimo) dos membros da Casa, e nos casos do artigo 79, quando acolhidos pelo Plenário ",82,,,
Plenário,Plenário,deve,"suspender a sessão nos termos do art. 141, IV do RI ",141,,,
Plenário,Plenário,deve,"Deliberar sobre a aprovação da Ata, quando houver pedido de retificação ou impugnação ",147,,,
Plenário,Plenário,deve,"Deliberar, no Prolongamento do Expediente, com quórum de 1/3 dos vereadores para discussões, e de 1/2 para deliberações ",163,,,
Plenário,Plenário,deve,deliberar se o conteúdo da dessão secreta deve ser veiculado e aprovar texto de comunicação sobre sessão a ser enviado à Imprensa Oficial ,201,,,
Plenário,Plenário,deve,"Deliberar pelo encerramento da Sessão Permanente, quando se considerar cessados os motivos que determinaram sua instalação ",203,,,
Plenário,Plenário,deve,Discutir e votar as moções apresentadas na Sessão anterior ,229,,,
Plenário,Plenário,deve,"Discutir os projetos em em bloco, juntamente com os substitutivos e emendas eventualmente apresentadas ",243,,,
Plenário,Plenário,deve,"Deliberar, no prazo de 30 dias, sobre os processos que em tramitação de urgência por solicitação do prefeito, o qual trancará a pauta se nao for votado neste prazo ",245,,,
Plenário,Plenário,deve,"Deliberar sobre parecer da comissão de mérito que proponha alteração da redação final ou reabertura da discussão de projeto em trâmite, em discussão e votação únicas ",262,,,
Plenário,Plenário,deve,Deliberar somente sobre o aspecto do engano ou erro da redação final de projeto cujo parecer pela reabertura da discussão tenha sido aprovado ,265,,,
Plenário,Plenário,deve,"Fazer a votação em grupo das emendas a projetos de lei orçamentária, conforme dispuser o parecer da Comissão de Finanças e Orçamentos, admitindo-se destaque de emenda, ou de grupos de emendas, para votação em separado, após aprovado o projeto ",340,,,
Plenário,Plenário,deve,"Votar a proposta orçamentária anual até 31 de dezembro, pois caso contrário será aplicada, para o ano subsequente, a lei orçamentária vigente, pelos valores de edição inicial, monetariamente corrigidos pela aplicação de índice inflacionário oficial (LOM140)",344,,,
Plenário,Plenário,deve,"Deliberar sobre indicações para Conselheiros do Tribunal de Contas do Município, obedecendo-se os termos dos artigos 49 e 50 da LOM ",352,,,
Plenário,Plenário,deve,Fazer a votação em bloco das matérias correlatas ou idênticas atingidas pelo veto total ou parcial ,367,,,
Plenário,Plenário,deve,Julgar parecer do Tribunal de Contas do Município com as contas do Prefeito correspondentes ao peŕodo financeiro ,385,,,
Plenário,Plenário,deve,Julgar parecer do Tribunal de Contas do Município com as contas da Mesa correspondentes ao peŕodo financeiro ,385,,,
Plenário,Plenário,deve,Julgar parecer do Tribunal de Contas do Município com suas contas correspondentes ao peŕodo financeiro ,385,,,
Plenário,Plenário,deve,"Deliberar sobre as contas do exercício financeiro exibidas pelo Tribunal de Contas do Município, em até 60 dias do recebimento do parecer, sobrestando-se a deliberação quanto aos demais assuntos, até que se ultime a votação ",387,,,
Plenário,Plenário,deve,"Julgar o Prefeito nas infrações político-administrativas (art. 73 LOM), assegurando-se, dentre outros requisitos de validade, o contraditório, a publicidade, ampla defesa, com os meios e recursos a ela inerentes, e a decisão motivada, que se limitará a decretar a cassação do mandato do Prefeito ",390,,,
Plenário,Plenário,deve,"Julgar o Vice-Prefeito nas infrações político-administrativas (art. 73 LOM), assegurando-se, dentre outros requisitos de validade, o contraditório, a publicidade, ampla defesa, com os meios e recursos a ela inerentes, e a decisão motivada, que se limitará a decretar a cassação do mandato do Prefeito ",390,,,
Plenário,Plenário,deve,"Deliberar sempre com a presença de, no mínimo, a maioria absoluta dos membros da Câmara, em qualquer parte das sessões ","102, §5",,,
Plenário,Plenário,deve,"eleger a Mesa e destituir qualquer de seus membros, na forma regimental ","105, I",24,,
Plenário,Plenário,tem competência para,"alterar, reformar ou substituir o Regimento Interno ","105, II",,,
Plenário,Plenário,deve,"dispor sobre sua organização, funcionamento, polícia, criação, transformação ou extinção dos cargos, empregos e funções de seus serviços e fixação da respectiva remuneração, observados os parâmetros estabelecidos na lei de diretrizes orçamentárias ","105, III",,,
Plenário,Plenário,deve,"dar posse ao Prefeito e ao Vice-Prefeito, conhecer de sua renúncia e afastá-los, definitivamente, do exercício do cargo ","105, IV",,,
Plenário,Plenário,tem competência para,convocar Secretários Municipais ou responsáveis pela administração direta e indireta para prestar informações sobre matéria de sua competência ,"105, IX",,,
Plenário,Plenário,tem competência para,"conceder licença para afastamento ao Prefeito, ao Vice-Prefeito e aos Vereadores ","105, V",,,
